"Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	Q20A	Q20I	Q20E	Q21A	Q21I	Q21E	Q22A	Q22I	Q22E	Q23A	Q23I	Q23E	Q24A	Q24I	Q24E	Q25A	Q25I	Q25E	Q26A	Q26I	Q26E	Q27A	Q27I	Q27E	Q28A	Q28I	Q28E	Q29A	Q29I	Q29E	Q30A	Q30I	Q30E	Q31A	Q31I	Q31E	Q32A	Q32I	Q32E	Q33A	Q33I	Q33E	Q34A	Q34I	Q34E	Q35A	Q35I	Q35E	Q36A	Q36I	Q36E	Q37A	Q37I	Q37E	Q38A	Q38I	Q38E	Q39A	Q39I	Q39E	Q40A	Q40I	Q40E	Q41A	Q41I	Q41E	Q42A	Q42I	Q42E	country	source	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screensize	uniquenetworklocation	hand	religion	orientation	race	voted	married	familysize	major"
"3	1	9774	1	38	2011	2	28	2618	1	10	2629	2	29	3659	3	42	5514	1	41	3013	2	18	2063	2	3	7435	2	13	5903	4	39	2846	1	37	2333	3	23	1812	2	15	4005	1	21	2373	1	30	4688	2	8	3792	4	27	4262	2	36	8219	1	19	3021	1	32	1498	3	4	4388	1	26	1916	1	33	2584	1	2	12572	3	20	3308	2	6	2888	1	7	3098	2	16	4788	1	9	13792	1	14	4604	1	5	5054	1	31	2229	2	24	2240	1	34	6221	1	35	1207	1	25	3945	1	17	3623	2	12	5085	2	11	8992	1	22	1306	2	40	4402	US	2	2	182	123	7	1	3	6	6	1	7	6	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	2	1	15	2	1	1	4	1	60	2	1	5	"
"3	41	50135	1	11	2033	2	38	3882	1	34	1413	3	7	3935	3	39	1353	1	27	4500	3	32	1886	2	16	3010	3	4	2272	3	15	4751	1	25	1500	2	12	1666	3	8	3231	2	3	600	3	22	2969	2	10	1716	3	17	1807	1	5	2480	1	35	1355	2	31	1917	3	33	1618	1	13	1385	4	19	517	1	42	27221	2	40	1983	4	26	1984	1	24	1383	3	6	2000	1	28	16630	3	37	4100	4	21	2084	1	14	1516	2	18	682	3	36	1615	1	9	1535	2	29	520	2	1	14686	4	2	3162	2	20	2685	1	23	1864	3	30	3464	US	2	19	236	158	1	6	5	7	2	6	2	7	2	7	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	2	1	1	15	1	1	1	6	1	60	2	1	1	"
"3	23	2129	2	3	1960	3	38	3423	4	8	2666	3	9	1843	3	32	1836	4	28	1622	4	33	1665	2	22	4496	4	19	2324	3	36	2098	3	10	2160	4	26	1502	2	20	3207	2	37	3199	3	25	1875	4	4	3157	3	17	2738	2	7	3148	4	27	1461	4	39	2226	4	15	3409	2	2	11054	3	42	2447	3	30	4063	4	29	3915	3	24	1405	3	11	2019	4	18	2103	3	35	3068	3	5	2277	3	31	1919	3	21	2292	4	6	2265	3	16	2800	4	40	1617	4	12	2560	4	41	1405	4	13	1552	3	1	10515	3	34	1691	3	14	2064	CA	2	4	118	434	3	3	5	5	5	5	5	3	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	2	3	2	1	22	1	1	1	1	2	60	2	1	1	"
"3	14	6074	2	6	5943	2	31	4097	2	12	4319	1	42	3046	4	36	4107	1	5	4693	2	41	4269	3	15	5875	2	26	3340	3	33	3269	2	2	14821	3	28	2613	4	7	18354	1	24	4803	2	11	4985	2	34	3443	2	3	8255	1	30	4327	3	22	4500	2	13	9082	2	17	3462	1	4	3774	2	23	4158	1	18	5086	3	37	4067	2	40	3260	3	27	2805	4	8	4025	2	16	5398	3	29	6400	2	9	7548	2	32	3108	3	21	2401	3	35	8693	3	20	2038	2	38	4521	1	19	3200	3	1	10498	3	10	6852	1	25	2200	4	39	5207	EC	2	1702	223	230	1	5	5	6	3	6	5	3	3	5	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	2	19	2	1	1	4	1	70	2	1	3	psychology"
"2	23	3617	3	6	2759	2	25	8769	1	42	6400	3	8	2633	2	22	2121	2	27	4113	2	4	9248	3	29	4337	2	35	2671	2	12	2632	2	30	2145	3	20	1881	2	28	9248	2	37	3120	3	7	3560	2	5	5738	2	26	2816	3	33	5152	1	36	4065	2	41	2465	2	21	2696	2	40	6161	2	14	3247	2	3	2109	4	19	1405	2	34	4339	3	9	2041	2	39	3791	2	18	5441	2	24	5074	1	2	14672	2	10	2247	2	31	1920	1	15	3937	2	17	2168	3	38	6393	2	1	40837	2	11	2257	1	16	4209	1	32	4384	3	13	5945	AU	2	717	254	162	2	4	3	5	5	6	5	7	3	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	20	2	1	1	7	1	60	1	1	3	Civil Engineering"
"4	23	2453	1	6	7105	4	21	1923	2	42	7230	4	39	2117	3	17	4675	3	5	4050	4	12	2600	2	24	14711	4	25	1745	4	13	2363	3	20	4063	4	30	1118	3	35	5810	2	31	3200	4	41	2582	4	1	5234	3	7	4926	2	15	7651	4	4	2557	4	8	2428	4	10	2200	2	37	4192	4	19	4664	4	16	10229	4	28	1272	4	22	2147	4	18	2378	4	9	3241	4	29	25139	4	38	7218	2	26	35540	2	40	3256	4	2	4124	2	14	5979	2	33	3387	4	27	2601	4	36	1571	4	11	2843	3	3	7836	4	32	1894	4	34	2309	US	2	7	229	134	1	6	5	7	7	7	1	6	1	2	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	2	2	1	16	1	1	1	1	4	10	2	1	2	"
"4	1	4820	4	39	1109	4	8	1833	4	34	1518	4	38	899	4	33	1183	4	25	1699	3	28	2049	4	9	1984	3	24	2219	4	11	984	4	31	2248	4	21	1031	4	14	3974	4	17	1263	3	30	1552	4	3	2309	4	42	1007	3	2	4756	4	6	1300	3	29	1636	4	37	966	4	4	1757	4	40	2210	4	23	6485	4	32	1081	4	12	1228	4	20	1257	4	7	1365	4	5	3068	4	36	1226	4	19	1510	4	15	1465	4	22	867	4	10	2281	4	13	938	4	26	1736	3	27	1679	4	18	1316	4	16	1632	4	41	1099	4	35	1808	US	2	325	323	162	4	1	7	7	7	2	6	5	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	2	1	15	1	1	1	7	1	60	2	1	3	Acting"
"2	28	2984	2	35	3838	1	11	3116	2	8	5029	1	20	2566	2	1	7554	4	39	2033	1	9	4456	3	7	9882	2	18	18749	2	10	3267	4	21	3591	3	22	2744	2	36	7097	3	2	6949	3	4	5670	2	6	6300	1	41	4152	4	32	5001	4	15	2224	1	17	3083	3	16	2634	1	38	2292	4	3	6115	3	13	7914	2	27	3354	4	33	2066	3	29	2599	2	19	7213	1	42	6401	1	30	2535	1	37	11139	4	14	5763	1	31	1682	2	26	12112	2	25	2484	1	24	2466	1	12	2133	3	40	2167	2	34	5717	2	5	3250	1	23	5672	US	2	1	209	365	7	3	1	7	7	1	5	7	3	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	3	2	1	16	1	1	3	7	2	60	2	1	1	"
"4	12	2431	3	3	9289	4	15	3330	4	32	3916	4	11	1846	3	37	3057	4	42	4482	3	33	4043	4	4	3652	4	1	5455	4	35	2188	4	22	2382	4	30	1387	1	39	5587	4	16	2822	4	36	1679	4	14	2041	4	24	1906	4	2	12891	4	31	3096	4	17	2481	3	6	3624	3	7	2334	4	41	2500	4	40	7431	4	20	1835	4	21	1759	4	26	1895	4	25	2059	4	13	4044	4	9	2266	4	19	4385	4	18	2139	4	29	1445	4	38	5156	4	27	1621	4	28	3164	4	23	1582	4	5	2158	4	8	4805	4	34	2177	4	10	3506	US	2	17	142	168	1	6	6	6	5	7	1	7	4	7	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	2	19	2	1	1	1	2	70	2	1	2	Biology"
"1	9	2236	1	10	1437	2	7	2570	1	17	2188	1	27	3372	1	2	1975	1	6	1579	1	37	1736	1	26	11058	2	8	3389	1	38	2105	1	23	2218	1	19	1803	1	31	3058	2	29	4186	3	5	2184	1	11	3906	1	14	2010	1	35	3128	1	30	2375	2	42	1957	1	13	1567	1	24	1334	3	4	2903	1	25	2473	1	41	1397	1	20	2119	1	1	4983	1	15	3193	1	12	2454	1	18	6983	1	3	3281	1	40	2984	1	34	1676	1	22	5516	1	36	1483	2	33	3556	2	16	2299	2	32	2794	1	39	2537	1	28	1524	1	21	2944	US	0	42	121	171	3	3	5	1	5	5	5	5	6	5	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	1	16	1	1	1	1	5	70	2	1	3	"
"2	35	1531	2	22	2909	3	31	3694	1	5	5106	3	33	2451	3	32	1547	1	34	1828	3	1	8677	2	11	4926	2	41	1816	3	29	1693	4	28	2899	3	21	1332	2	37	3081	1	25	2041	2	38	3727	3	6	3095	4	18	4776	1	15	3259	4	4	4828	2	13	3389	3	8	3977	2	17	1592	4	36	4306	3	19	4582	3	9	1326	3	16	1874	3	23	6742	2	26	2252	2	7	4681	2	30	3383	1	14	6709	3	2	7193	3	40	1983	2	24	6554	2	20	1910	3	12	3416	3	27	1501	2	42	4166	3	39	2598	1	10	2749	2	3	4696	US	2	14	147	122	5	6	4	6	6	6	5	3	2	4	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	1	2	19	1	2	1	8	1	70	2	1	2	"
"2	25	3671	2	26	5743	2	13	3154	1	21	5296	4	35	2418	2	11	4432	1	2	6342	1	22	2720	2	38	5144	2	19	2418	2	31	2240	2	17	3173	4	16	1630	2	42	5791	1	40	1963	2	29	4336	4	34	3174	1	5	4723	3	12	5930	2	10	2898	4	41	2181	1	3	4184	2	7	8400	3	4	3887	1	24	5405	4	23	2712	1	36	2246	1	39	2234	3	20	4778	1	8	6791	1	32	4564	1	18	6916	1	28	2306	4	1	8706	1	30	4911	1	6	2366	2	14	3348	4	33	3185	1	37	2041	3	15	4007	1	27	2361	4	9	4011	US	2	3	174	109	5	5	5	5	7	7	7	5	5	6	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	2	3	1	1	18	1	1	1	2	1	60	2	1	3	"
"2	28	2555	2	13	3126	1	40	1875	1	38	1796	2	32	2012	2	36	2803	1	27	1321	3	24	2667	1	18	4626	1	25	2230	3	9	6049	3	1	6430	2	2	10085	2	20	5100	1	6	3119	1	39	1707	1	35	1877	2	17	3186	1	41	2551	1	12	2268	1	16	1312	2	34	2431	2	4	2692	1	10	2800	1	42	2194	1	15	1578	2	21	1986	1	30	1635	2	8	3550	1	11	3787	1	31	1510	3	19	5505	1	33	1925	1	29	2062	1	37	4879	1	14	2575	1	3	3716	1	22	1904	3	5	3687	2	7	7280	1	26	1993	2	23	4139	US	2	19	139	147	6	1	2	0	5	6	7	6	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	3	3	2	1	42	2	1	1	6	1	60	1	1	4	teaching"
"2	41	4705	1	42	2187	2	11	3007	1	17	5837	1	34	2641	3	40	2316	2	39	3695	2	18	2563	3	7	5781	1	37	2866	4	19	3514	1	9	4959	2	2	12447	3	25	7687	1	13	5562	2	22	3680	1	27	3883	2	26	4000	2	20	5750	1	28	2500	1	38	1797	2	29	4016	1	6	1421	2	8	3938	2	15	6753	3	35	2780	4	1	11485	1	5	1037	2	32	3906	1	21	4977	2	30	3211	4	16	4053	1	4	3805	2	3	1765	3	31	5889	1	36	1462	1	33	3389	1	23	2631	3	12	1513	3	10	7305	2	14	3007	3	24	686	CA	2	6	208	129	5	7	5	4	6	2	5	5	2	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	2	1	2	2	15	2	1	1	1	1	60	2	1	2	"
"1	27	2461	1	28	3712	2	11	3302	1	38	1544	1	35	2044	1	22	2180	1	17	1997	2	33	2587	4	20	4410	1	26	3663	3	7	4583	4	10	2970	2	24	1869	2	30	4502	1	2	7593	3	21	3500	3	6	3512	2	1	18409	1	15	5715	1	31	3475	1	12	3801	4	8	11502	1	37	1498	2	42	2313	1	3	6849	1	34	2003	3	19	8933	2	18	2274	2	25	2558	2	39	6515	2	13	3074	3	32	6007	4	16	2040	3	9	2484	3	23	3451	4	36	1926	1	40	6180	2	4	2914	4	5	11855	1	29	2517	1	41	1621	4	14	3741	FI	2	10	180	112	5	6	6	2	6	6	3	4	2	4	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	1	2	17	2	1	1	1	1	60	2	1	2	"
"1	39	2673	3	9	3719	1	30	2771	1	18	2532	2	17	2501	1	11	4751	2	8	4833	2	4	5167	3	16	4531	1	22	3080	3	3	6263	3	13	4250	2	27	2199	1	23	5506	1	6	4435	3	1	11239	1	12	3014	2	36	2494	1	19	6335	2	25	4087	2	10	3917	2	28	2961	2	32	3090	2	35	4576	1	26	7785	3	15	7150	2	21	3369	1	38	4916	2	33	3577	1	24	6581	1	31	2879	4	7	5250	1	34	2395	2	14	2898	1	41	3568	2	37	1554	2	2	6100	3	5	3179	2	42	2587	2	29	4298	1	40	1971	3	20	4721	ID	0	15	179	234	5	2	6	5	7	7	5	2	1	3	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	3	2	2	17	1	1	1	1	2	10	2	1	4	Hospitality"
"4	11	2600	1	17	3400	1	38	3504	3	21	2456	2	10	3992	4	30	2055	3	12	2007	2	1	7256	4	36	2529	4	28	1609	4	23	1584	4	41	2304	3	27	2183	2	19	2553	3	2	4550	2	6	2625	4	25	2920	2	14	3647	1	32	2048	4	20	2400	4	33	2353	3	7	2024	2	9	1816	4	3	3103	4	13	4793	4	8	15864	3	5	2935	4	4	2057	3	39	2991	2	29	5928	2	42	3143	2	40	1834	2	24	1872	3	37	1808	1	18	8511	3	34	1799	4	26	1528	4	35	1632	3	15	1672	2	31	12361	3	22	2672	4	16	3312	CA	0	137	145	114	5	5	2	6	7	5	7	3	2	7	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	3	3	2	1	21	2	1	1	4	2	70	2	1	3	History"
"1	42	3368	1	6	4747	2	10	7270	2	12	5078	2	32	4256	1	38	2953	1	39	4407	4	8	3025	4	15	7936	2	25	16803	2	4	6136	3	30	4240	2	18	3152	1	17	5618	1	20	2698	1	29	3576	4	37	2904	1	22	3139	2	1	62406	1	28	3646	3	7	3560	3	31	3904	3	5	23372	2	35	5000	3	11	8737	2	34	4792	2	27	3834	1	21	2571	3	13	3656	2	26	6815	2	36	4447	2	19	5405	4	2	14184	2	41	3055	1	40	9400	1	14	3679	3	24	5780	2	9	4030	2	33	2591	3	16	4696	1	23	3567	3	3	5408	FI	2	254	291	482	2	5	6	6	5	7	5	5	4	6	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	2	1	1	2	23	2	1	1	2	1	60	2	1	2	Statistics"
"2	5	2844	2	15	3449	3	34	2585	3	11	3020	2	3	4595	2	20	2374	2	4	2532	3	8	2080	3	32	4819	3	14	2123	4	10	1988	2	28	2885	4	19	3169	3	21	2887	2	40	2382	3	42	2216	2	24	2801	2	23	1708	1	18	4038	3	29	2984	2	38	2789	2	6	1983	2	7	2424	3	16	2433	3	30	7594	3	41	1514	4	9	2113	2	36	2154	2	33	2491	1	13	2964	2	37	1838	3	17	3602	3	2	6829	2	35	1933	2	27	3178	1	22	2368	2	25	1897	3	39	1827	3	12	2155	2	26	2348	2	1	522941	3	31	4079	AE	2	2	642	125	7	2	2	4	5	5	6	4	3	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	2	17	2	1	2	10	1	10	2	1	2	"
"2	5	3382	1	9	2803	1	20	2968	1	37	2651	2	38	3188	2	40	2333	1	30	2718	1	23	2144	1	29	5890	1	14	2639	3	7	4336	1	42	3050	1	25	1448	2	13	4722	1	3	4003	2	1	6723	1	33	1753	1	39	2050	1	4	3867	1	31	2570	1	34	2482	1	27	1887	1	10	3873	1	19	3135	2	6	6103	2	2	5591	2	18	1854	1	24	1791	1	22	2243	1	35	4731	1	12	2546	2	16	6677	1	21	2216	1	11	1798	2	41	3270	1	26	1368	1	8	4069	1	15	1803	2	17	2288	1	28	2753	1	36	2275	2	32	4158	NONE	2	97	148	160	5	6	6	2	7	4	3	5	5	2	1	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	2	3	1	2	26	1	1	2	7	1	60	1	1	3	"
"1	1	13606	1	8	5281	1	39	5018	1	15	10548	1	24	3680	2	5	5846	1	2	18903	1	31	5412	2	14	10566	1	35	4042	1	13	5025	2	4	7181	1	32	2850	1	25	8813	1	12	4489	1	19	4807	1	22	5099	1	40	5144	1	23	10332	1	41	4805	1	10	8926	1	38	7742	1	30	33240	2	6	11790	1	33	6569	1	36	3249	1	7	5813	1	29	3232	2	3	16099	1	17	7800	1	18	4916	1	20	5319	2	34	3706	1	21	14799	1	16	8539	2	37	2857	1	9	6018	1	26	7310	1	28	3268	1	27	6898	1	42	3457	1	11	5772	ES	2	17	320	260	7	5	7	1	7	7	7	7	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	43	1	1	1	4	1	60	1	1	3	Biologyst"
"3	18	2547	1	11	1495	3	17	1882	1	12	2832	4	22	1552	3	2	1723	1	3	16582	4	15	12715	2	41	8301	3	1	4682	4	6	3571	3	25	1995	3	39	774	2	34	10700	1	33	1468	3	16	61847	3	5	1435	4	36	3135	1	30	1867	2	24	3587	3	23	1415	4	27	2906	1	19	1434	4	4	1604	1	8	8792	4	31	1424	3	28	704	2	29	4295	3	42	52529	2	21	2138	3	13	11001	2	37	2639	3	9	5496	2	35	5065	3	20	2468	2	40	7300	3	26	2800	4	38	1284	2	10	1804	2	32	18926	1	14	2116	4	7	2199	AU	0	176092	366	187	4	3	4	7	6	5	5	3	2	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	16	2	1	1	1	2	60	2	1	2	"
"2	34	1802	2	8	3394	2	3	3975	2	14	1975	2	39	2020	2	35	1081	2	20	1485	2	33	1165	2	15	2241	1	19	1513	2	1	3098	2	42	1943	2	6	1024	1	37	2662	1	31	1784	2	36	1513	4	26	2696	2	10	3751	2	9	3107	2	7	1576	2	41	1230	2	29	2520	1	40	1759	1	4	2527	2	18	2228	1	32	1328	3	30	1437	2	28	2013	3	2	6156	1	25	2140	2	22	2489	3	24	2437	2	11	1503	4	38	1500	2	27	5473	1	16	1323	1	13	1655	2	17	1481	2	23	1870	1	12	2503	2	5	2662	4	21	902	US	2	2	97	123	2	4	3	6	2	6	4	5	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	3	2	1	17	2	1	1	2	2	60	2	1	2	"
"3	21	2423	2	27	2601	2	2	11143	1	32	1877	3	7	1980	3	29	2179	1	10	1795	2	28	1906	1	8	3651	3	6	3420	3	30	1910	2	33	2704	2	20	2332	3	4	6090	1	42	2806	2	40	2488	3	17	2067	3	16	2278	3	3	15923	1	25	1948	2	15	3298	2	37	2259	1	1	5210	3	39	1953	2	41	3803	3	34	2513	3	38	1786	1	9	2493	2	18	4681	3	23	4146	3	11	3833	4	19	5095	1	26	1340	2	5	4198	2	31	8785	1	24	2047	3	14	2192	3	36	1301	2	12	2108	1	22	4278	1	13	1967	3	35	1785	US	2	1223	151	88	5	7	2	5	5	6	5	6	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	16	2	1	1	1	2	60	2	1	2	"
"3	36	4094	1	19	3321	1	10	3056	1	1	45077	3	25	3253	1	8	2361	1	4	3995	2	14	3106	1	6	10314	2	22	2280	2	38	4319	1	21	3609	2	17	3520	3	32	4049	1	23	2282	2	12	7040	1	28	2560	1	15	3264	1	30	4175	1	9	3466	2	3	9238	2	13	5039	1	11	1866	2	42	6141	1	26	5069	2	20	4159	2	5	13379	1	24	1525	1	27	3541	1	40	6894	4	39	2974	4	2	10227	1	31	1497	1	33	7194	3	35	7680	1	34	1423	1	37	5202	2	29	2915	3	16	3113	2	18	3800	1	7	45063	1	41	4511	US	2	3	278	113	1	4	4	3	5	6	1	3	7	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	13	2	1	1	2	1	10	2	1	1	biology"
"3	3	5401	1	40	1766	3	30	4603	2	15	3404	3	21	3502	3	27	2716	1	31	2207	3	34	1849	2	41	8473	3	29	3867	3	20	1885	2	12	3445	4	14	1382	3	18	3083	1	24	2602	2	8	2703	4	9	2164	3	4	2769	2	6	10504	1	36	2434	3	11	1916	2	17	5237	1	37	1382	3	38	2202	1	35	2435	3	22	2751	4	13	3492	2	7	2384	4	25	2051	2	42	7036	3	2	6383	2	32	2652	3	1	6710	4	16	2599	2	19	5469	1	10	3653	3	5	2305	2	23	2718	3	28	11957	3	33	3611	1	39	1683	3	26	3683	US	1	5	156	138	1	5	7	6	5	7	7	1	6	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	4	2	2	1	35	1	1	1	1	1	60	1	2	2	Education "
"1	36	2690	2	1	19731	1	17	3205	1	11	6937	1	8	2191	1	42	4969	1	32	3418	2	40	14984	2	9	13678	1	28	2745	2	10	3853	1	25	3718	2	12	2881	1	7	9358	1	15	2899	2	16	3879	1	35	2283	2	31	3312	3	19	7644	1	13	3592	1	26	1963	1	33	1852	1	37	1551	1	34	5713	2	30	4169	3	22	2646	2	6	2778	2	39	2347	2	29	3298	2	23	3969	1	24	2268	2	38	2906	2	20	3196	2	3	5222	2	18	776559	2	4	1807	1	2	10819	1	5	4328	2	27	3156	2	21	2683	2	41	1531	1	14	2897	ID	2	2	966	168	6	5	3	5	6	5	5	4	4	4	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	4	3	2	2	25	2	1	1	12	1	70	2	1	2	psychology"
"4	8	3100	1	25	3252	4	22	4162	3	13	4166	3	21	2683	4	4	3127	2	10	4919	4	19	2008	4	7	5327	3	36	1673	3	41	2188	4	1	6636	4	5	2066	1	6	900	1	42	1905	3	34	2184	3	40	1794	3	2	7601	2	3	14016	3	23	2109	4	18	1850	3	39	2166	4	15	4202	3	24	2200	2	17	7938	4	9	2011	3	29	3094	3	35	2062	3	11	3425	1	30	7086	4	12	1233	4	26	4170	4	38	1568	4	16	1983	3	28	3442	3	20	2759	2	31	5278	4	37	1483	3	32	4132	4	33	2355	2	14	3738	2	27	959	NI	2	2	165	267	3	6	4	7	4	4	6	5	2	4	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	2	2	16	1	2	1	4	3	70	2	1	2	business administration "
"4	40	2206	1	22	1494	4	14	2853	2	31	3139	3	18	2245	4	1	3022	1	19	4915	4	17	1302	3	32	4005	1	29	5267	3	35	4055	4	39	3413	4	16	1307	1	28	3079	2	6	3820	2	12	3719	3	41	1654	2	30	8606	1	21	3690	3	13	2099	3	26	4203	2	10	2403	1	42	4477	3	27	2217	2	5	11040	3	11	2091	3	3	4860	3	23	2626	4	24	5347	2	36	9626	2	34	2630	4	2	6768	3	7	2937	3	33	4433	3	8	3217	3	37	1254	2	4	2963	2	20	5028	1	9	2977	4	25	2004	1	38	3848	4	15	4736	NI	2	2	165	168	5	4	4	6	4	4	6	5	2	5	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	2	2	16	1	2	1	4	3	70	2	1	2	business administration "
"4	12	3799	1	9	944	1	15	3577	2	1	2243	2	34	1429	2	42	3479	1	19	3280	2	25	1823	1	5	2863	1	40	3599	4	11	2640	4	8	436	2	18	3136	1	28	6047	1	37	2537	2	10	6104	1	3	4600	1	36	3663	1	17	4177	1	21	2473	2	14	3031	3	30	3288	1	31	2104	2	23	7839	3	27	540	1	32	2984	2	22	3105	1	4	1513	1	20	3607	1	13	6226	2	29	2785	2	6	3288	2	16	628	2	7	1404	1	33	3680	1	26	580	1	38	4399	1	35	2128	2	24	2696	1	41	3849	1	39	1952	4	2	5007	DO	2	2	229	165	4	6	5	6	6	4	4	2	3	2	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	1	2	2	24	2	1	1	1	1	60	2	1	4	Architecture"
"2	2	31745	1	33	3287	3	28	1044	3	19	15144	4	6	3777	2	4	10450	1	42	11264	2	29	10094	2	35	11362	4	24	9622	3	8	7764	3	17	5685	4	18	3049	1	1	10024	4	5	8455	4	9	3465	2	21	10240	4	31	18840	1	16	31343	3	14	4135	4	34	3633	2	13	93964	1	12	5049	3	41	661	2	10	21544	4	36	2637	3	11	3594	2	15	6486	1	27	9588	2	39	20186	4	23	9944	2	30	11965	3	3	6493	3	32	1783	3	22	6383	3	38	4095	4	7	16764	4	40	2475	4	20	7612	2	26	10739	1	25	16035	4	37	3382	TR	2	7	545	234	2	2	3	1	7	7	3	7	7	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	3	2	16	1	1	1	10	3	60	2	1	1	"
"3	5	3308	2	36	2190	4	2	7323	2	26	4950	3	20	2072	2	3	3268	3	27	4369	4	7	2017	2	19	2580	3	40	2400	3	28	2577	2	34	2633	4	39	1282	3	17	10003	2	29	2307	3	33	1951	3	10	1482	2	23	2198	2	11	6983	2	22	1966	3	18	1450	3	13	2150	2	15	4036	3	42	2068	2	37	3378	4	1	4481	3	38	1636	3	16	1644	3	9	4649	3	32	2302	3	41	1864	3	31	4114	3	14	1933	4	4	3876	2	35	2230	1	25	2883	3	21	13267	3	12	3468	3	30	1999	3	8	3337	2	24	2551	4	6	2312	US	2	39	140	127	3	5	5	6	2	6	6	5	2	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	18	1	1	2	2	2	70	2	1	1	"
"1	41	5618	1	20	2413	3	30	5218	3	14	6036	3	9	2977	1	17	2336	1	36	2409	2	10	3249	1	33	3497	3	38	2808	1	26	2320	2	32	3578	3	25	2210	1	4	5746	1	31	3397	4	11	2760	4	8	4295	3	6	3222	1	13	5091	2	42	2978	4	12	2062	2	22	3740	2	28	2731	3	34	5885	2	5	6015	2	40	2610	1	18	6851	1	39	2092	2	19	4112	3	1	15160	3	16	3118	1	29	3310	2	3	3078	4	24	1730	2	15	4933	2	27	1914	3	23	4321	4	35	1555	1	37	3211	2	21	4987	1	2	6755	4	7	5241	DO	0	236	168	146	3	6	3	4	4	7	3	4	3	3	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	3	2	2	2	24	2	1	1	1	1	70	1	1	4	software engineering"
